1,9.9974
2,10.5556
3,9.9014
4,11.48
5,12.846
6,11.133
7,10.1126
8,10.306
9,10.498
10,10.306
11,10.306
12,10.8642
13,10.786
14,10.786
15,10.845
16,10.845
17,11.133
18,10.306
19,9.767
20,9.6888
21,9.3432
22,11.0754
23,10.306
24,9.612
25,9.3432
26,9.228
27,10.1894
28,10.4596
29,10.4596
30,9.7272
31,9.6696
32,9.6504
33,10.1318
34,10.5556
35,9.9014
36,9.9782
37,10.4596
38,11.8832
39,10.5364
40,10.4212
41,10.2278
42,10.2278
43,10.9026
44,9.324
45,9.2472
46,9.2856
47,9.4392
48,9.3816
49,8.9962
50,8.9962
51,9.073
52,9.2664
53,9.767
54,10.306
55,9.0922
56,8.9962
57,8.9962
58,9.959
59,9.516
60,9.5736
61,9.228
62,9.5736
63,9.2856
64,9.0922
65,10.1702
66,9.073
67,8.9962
68,8.881
69,9.228
70,8.9578
71,9.228
72,9.516
73,10.0358
74,10.4212
75,10.4212
76,9.9206
77,10.845
78,10.5748
79,10.0358
80,9.767
81,9.612
82,10.0358
83,8.9578
84,9.5544
85,9.5736
86,9.612
87,9.959
88,9.228
89,9.612
90,9.3432
91,10.5748
92,11.0754
93,10.2278
94,10.69
95,13.924
96,10.306
97,10.6516
98,10.306
99,11.923
100,12.462
101,11.037
102,10.9986
103,11.037
104,10.151
105,11.1906
106,10.7284
107,10.9218
108,10.69
109,10.5748
110,10.9986
111,10.941
112,10.4596
113,10.9602
114,10.151
115,10.0742
116,10.1126
117,9.767
118,10.4212
119,10.1894
120,10.4212
121,9.8054
122,10.055
123,10.4212
124,9.6888
125,10.3636
126,9.612
127,10.0358
128,9.8438
129,9.42
130,10.306
131,10.1894
132,10.4212
133,10.4596
134,10.2278
135,11.229
136,10.4596
137,10.941
138,10.845
139,10.69
140,10.5556
141,10.402
142,11.1522
143,11.1906
144,10.8642
145,11.8064
146,11.1522
147,11.229
148,12.6156
149,13.385
150,12.7692
151,12.1918
152,11.4416
153,11.6144
154,10.9794
155,10.5346
156,10.7284
157,10.0742
158,10.402
159,10.306
160,10.3828
161,10.0166
162,9.959
163,10.5748
164,12.6924
165,8.9002
166,8.9002
167,10.6516
168,10.6132
169,10.6516
170,10.3828
171,10.4788
172,10.9026
173,10.8244
174,10.6132
175,10.4212
176,10.8834
177,11.1714
178,12.1534
179,11.1714
180,10.845
181,10.306
182,11.4224
183,10.594
